age,Systolic blood pressure,Diastolic blood pressure,Fasting Glucose,Glycohemoglobin,Low-density lipoprotein,High-density lipoprotein,Triglyceride,hypertension,diabetes,Coronary Heart Disease,smoke,sleep time,stroke_pred_proba_percent
40,180,70,10.0,4.5,4.0,1.3,2.0,0,1,1,0,6,46.94
80,100,60,5.5,4.5,2.0,0.8,1.5,1,1,0,1,10,55.34
30,100,100,5.5,7.5,2.0,1.0,1.0,0,0,0,1,10,26.38
50,140,90,5.5,7.5,4.0,1.3,1.5,1,1,1,0,4,60.67
40,100,70,4.5,5.5,5.0,1.0,1.5,0,0,1,1,6,62.09
40,140,80,6.5,4.5,3.0,1.3,2.0,0,1,1,1,6,49.13
40,180,60,5.5,5.5,4.0,0.8,1.5,0,1,0,1,6,41.41
80,140,70,4.5,4.5,2.0,1.0,2.0,1,1,0,0,10,50.2
50,100,90,6.5,6.5,4.0,1.3,2.0,1,0,1,1,4,45.87
30,120,70,8.0,5.5,5.0,1.3,2.0,1,0,1,1,6,59.47
30,100,70,8.0,7.5,5.0,1.3,1.0,1,1,0,0,10,43.75
20,120,80,4.5,4.5,2.0,1.3,1.0,1,0,1,1,4,39.27
50,140,100,5.5,6.5,5.0,1.0,2.0,1,1,1,0,4,46.09
60,140,60,8.0,5.5,2.0,0.8,1.0,0,1,0,0,4,54.98
70,140,90,6.5,7.5,5.0,1.3,3.0,1,1,1,0,4,37.25
20,100,90,6.5,5.5,4.0,1.0,1.5,1,0,1,0,6,62.54
70,100,90,4.5,4.5,3.0,1.0,3.0,0,1,0,1,10,28.59
30,100,100,5.5,4.5,2.0,0.8,3.0,1,0,1,1,10,27.45
60,120,90,10.0,6.5,4.0,1.6,2.0,0,0,1,1,10,50.54
50,120,70,10.0,6.5,3.0,1.6,1.0,0,0,0,0,10,50.77
80,100,60,4.5,4.5,4.0,0.8,1.5,1,0,0,0,4,52.75
30,120,90,4.5,4.5,3.0,1.3,1.0,1,0,0,0,6,39.45
40,140,70,10.0,9.0,3.0,0.8,1.0,0,0,0,0,6,38.93
50,140,60,4.5,7.5,2.0,0.8,1.5,0,0,1,0,10,41.88
60,140,100,10.0,9.0,3.0,1.0,1.0,1,1,0,0,6,33.7
70,100,60,6.5,4.5,2.0,1.0,3.0,0,1,1,1,4,31.81
60,140,100,10.0,7.5,4.0,1.3,1.0,0,0,1,0,6,56.65
70,160,90,5.5,7.5,3.0,1.0,1.0,1,1,0,0,4,30.05
30,160,70,4.5,5.5,3.0,1.3,1.5,1,1,0,1,10,59.41
40,100,100,4.5,4.5,5.0,0.8,1.5,0,0,1,1,4,53.75
30,180,100,8.0,7.5,3.0,0.8,2.0,1,0,0,0,4,38.77
80,180,80,6.5,6.5,4.0,0.8,2.0,0,1,0,1,10,52.4
20,160,60,4.5,5.5,2.0,1.6,1.0,0,1,1,1,6,47.79
70,160,80,5.5,9.0,5.0,1.0,1.0,0,0,1,0,10,64.05
30,120,90,5.5,7.5,5.0,1.0,3.0,1,1,1,0,4,38.79
60,140,100,4.5,6.5,2.0,1.3,2.0,0,0,1,1,8,25.36
40,120,70,4.5,9.0,4.0,0.8,1.0,0,1,1,0,10,67.2
50,160,90,10.0,5.5,5.0,0.8,1.5,1,0,0,1,4,40.08
40,180,70,4.5,6.5,4.0,1.0,2.0,1,1,0,1,10,59.16
60,160,60,5.5,7.5,3.0,0.8,3.0,1,1,1,1,10,59.29
40,120,70,8.0,6.5,5.0,1.3,1.5,1,1,0,1,4,48.01
50,120,90,4.5,7.5,4.0,1.0,2.0,0,1,1,1,10,49.44
20,120,60,6.5,4.5,4.0,0.8,2.0,0,0,0,0,6,51.63
20,160,90,6.5,6.5,4.0,1.6,1.5,0,1,0,1,6,31.39
30,160,70,4.5,4.5,4.0,0.8,2.0,1,0,1,1,10,59.01
30,180,100,6.5,9.0,5.0,0.8,1.5,0,1,1,0,8,60.46
40,100,90,5.5,9.0,4.0,1.3,1.5,0,1,0,1,10,22.65
80,140,70,6.5,9.0,5.0,0.8,3.0,0,1,1,0,6,43.44
60,120,70,6.5,4.5,4.0,1.6,2.0,0,1,1,0,10,53.07
20,100,100,4.5,4.5,2.0,1.3,2.0,0,1,0,0,6,27.27
30,120,100,10.0,4.5,2.0,1.6,1.5,1,0,1,1,10,35.2
50,160,70,4.5,7.5,5.0,1.6,2.0,1,0,1,1,4,56.67
20,180,90,5.5,7.5,4.0,1.3,1.0,1,1,1,0,6,64.0
40,100,70,4.5,4.5,4.0,0.8,1.5,1,1,1,0,10,63.37
70,100,80,5.5,5.5,2.0,1.0,1.0,0,1,1,0,8,36.54
20,120,60,6.5,9.0,3.0,0.8,1.0,1,1,1,0,6,58.73
80,160,70,4.5,4.5,3.0,0.8,3.0,0,0,1,1,4,47.77
60,140,80,5.5,4.5,3.0,1.0,1.5,1,0,1,0,4,53.62
70,180,70,10.0,6.5,5.0,1.3,1.0,0,0,0,1,6,44.2
40,140,60,10.0,4.5,4.0,1.6,3.0,0,0,1,1,8,43.69
40,100,90,5.5,4.5,5.0,1.0,2.0,0,1,1,1,4,46.07
20,180,90,6.5,7.5,5.0,0.8,3.0,0,0,1,0,8,38.85
60,120,90,4.5,7.5,5.0,0.8,2.0,1,1,1,0,4,52.85
50,120,70,6.5,5.5,3.0,1.6,2.0,1,0,1,0,4,59.72
50,120,60,10.0,6.5,4.0,0.8,1.5,0,1,1,0,8,69.66
30,120,80,5.5,4.5,2.0,1.0,2.0,1,0,1,0,4,31.37
50,140,60,10.0,5.5,2.0,1.6,3.0,1,0,1,0,6,38.82
80,160,80,4.5,6.5,3.0,0.8,3.0,1,1,0,0,10,53.33
30,140,80,4.5,9.0,5.0,0.8,2.0,1,1,1,0,10,58.98
80,120,60,5.5,5.5,3.0,1.6,3.0,0,1,0,0,8,47.79
80,180,60,8.0,6.5,4.0,1.6,2.0,1,1,1,1,4,53.5
50,160,60,8.0,7.5,5.0,1.3,1.0,1,1,0,1,10,54.52
50,140,60,6.5,7.5,4.0,0.8,1.5,0,1,0,1,4,42.09
50,160,80,6.5,9.0,2.0,1.0,1.5,1,1,0,1,8,50.18
20,140,100,6.5,7.5,5.0,1.0,2.0,0,1,1,1,6,46.61
40,160,80,5.5,5.5,4.0,1.6,1.5,1,0,1,1,8,62.91
30,100,70,8.0,9.0,3.0,1.3,3.0,0,0,0,0,4,36.54
40,100,100,8.0,5.5,4.0,1.6,1.0,1,1,1,0,4,58.7
30,140,80,5.5,6.5,5.0,0.8,1.0,0,1,1,1,4,62.95
80,160,80,5.5,4.5,4.0,1.0,3.0,1,0,1,1,4,47.03
60,180,80,5.5,6.5,2.0,1.3,3.0,1,1,0,0,4,60.07
30,100,70,6.5,6.5,4.0,0.8,1.5,0,1,0,1,4,40.92
80,140,90,10.0,4.5,5.0,1.6,1.5,1,1,0,1,6,35.15
60,140,70,6.5,4.5,2.0,0.8,3.0,0,1,0,0,4,57.49
60,160,60,6.5,6.5,3.0,1.0,3.0,1,1,0,0,8,56.11
60,180,90,8.0,6.5,5.0,1.3,1.5,0,1,0,1,10,31.93
80,180,100,4.5,9.0,5.0,1.0,3.0,0,1,1,1,8,40.06
30,120,70,4.5,4.5,2.0,1.6,1.0,0,0,1,0,8,35.65
40,140,80,6.5,7.5,2.0,1.6,2.0,0,1,1,0,4,34.32
20,160,100,4.5,7.5,2.0,1.3,2.0,1,1,0,0,8,27.34
50,100,90,4.5,7.5,4.0,0.8,1.5,1,0,0,1,8,29.17
50,120,70,5.5,9.0,3.0,1.3,1.0,1,0,0,1,10,52.18
40,120,70,10.0,7.5,4.0,1.3,1.5,0,1,1,1,8,62.4
20,100,100,6.5,6.5,3.0,1.0,2.0,0,1,0,0,8,25.59
50,180,60,8.0,7.5,5.0,0.8,1.5,0,0,1,0,8,68.23
60,100,80,10.0,6.5,5.0,1.6,1.5,0,1,0,1,6,36.52
50,180,70,8.0,9.0,2.0,1.0,1.5,1,0,0,1,8,48.76
70,140,80,8.0,6.5,3.0,1.3,3.0,0,0,0,1,4,50.56
50,180,80,5.5,9.0,4.0,1.0,1.0,1,0,1,1,6,64.15
30,180,60,6.5,6.5,4.0,1.0,1.5,0,0,1,0,10,74.92
60,100,100,8.0,6.5,4.0,1.3,2.0,0,1,1,1,10,47.75
40,100,100,4.5,9.0,5.0,1.0,3.0,1,0,0,1,10,26.52
40,180,100,4.5,9.0,2.0,1.6,2.0,1,0,1,0,6,36.48
20,100,60,6.5,4.5,5.0,0.8,1.5,1,1,0,1,10,49.9
80,160,100,10.0,6.5,3.0,0.8,1.5,1,1,0,0,10,36.45
40,160,100,5.5,6.5,3.0,1.0,1.5,1,1,0,0,8,34.31
30,140,100,8.0,9.0,3.0,1.6,1.5,0,0,0,0,10,25.17
70,140,80,8.0,7.5,5.0,1.0,1.5,1,1,0,0,4,44.76
20,100,90,4.5,4.5,5.0,1.3,3.0,0,0,0,1,6,28.07
40,100,100,4.5,7.5,2.0,1.6,2.0,0,0,1,1,8,28.74
30,160,60,8.0,4.5,5.0,1.6,1.5,0,1,0,1,6,48.93
60,100,80,10.0,7.5,5.0,0.8,3.0,1,0,1,0,10,39.39
60,160,60,8.0,6.5,4.0,1.3,1.5,1,1,0,1,10,58.87
30,100,80,10.0,9.0,2.0,1.3,1.5,0,1,0,0,4,44.39
20,160,90,6.5,4.5,4.0,0.8,1.0,0,0,1,0,8,64.75
80,180,60,6.5,4.5,4.0,1.6,1.5,0,0,1,0,10,64.97
80,140,70,5.5,4.5,3.0,0.8,2.0,1,1,0,0,6,51.08
40,140,90,10.0,5.5,4.0,0.8,1.0,1,0,1,1,8,67.46
80,100,70,8.0,7.5,5.0,0.8,2.0,0,0,0,1,10,36.68
50,160,90,8.0,4.5,3.0,1.0,2.0,0,1,0,0,6,34.96
40,120,100,5.5,5.5,3.0,1.0,1.5,1,1,0,0,6,29.87
40,100,90,6.5,5.5,2.0,0.8,3.0,0,1,0,0,6,31.3
50,100,90,6.5,4.5,2.0,1.0,2.0,1,1,0,0,4,31.06
80,120,90,6.5,9.0,5.0,1.0,2.0,0,1,1,1,10,53.48
40,140,70,6.5,5.5,2.0,0.8,1.5,1,1,0,0,10,63.04
70,160,60,8.0,6.5,2.0,0.8,2.0,0,1,0,0,10,69.7
60,160,90,4.5,6.5,5.0,1.6,1.5,1,1,0,0,8,39.67
20,160,80,6.5,4.5,4.0,1.0,1.5,1,0,0,0,10,52.93
40,100,80,5.5,6.5,5.0,1.0,1.0,0,1,0,0,6,40.91
20,100,70,4.5,6.5,4.0,1.0,2.0,1,0,0,0,10,47.77
20,160,80,5.5,6.5,4.0,1.0,2.0,0,1,1,0,4,53.34
50,100,100,8.0,4.5,4.0,1.6,2.0,1,0,0,0,6,28.65
60,180,60,6.5,5.5,5.0,0.8,1.0,1,1,1,1,8,72.38
50,160,100,6.5,6.5,4.0,1.3,3.0,0,0,0,0,4,29.83
50,120,60,10.0,5.5,5.0,1.3,1.0,0,1,0,0,6,47.83
80,160,60,5.5,4.5,2.0,1.3,1.5,1,0,1,0,6,42.12
40,100,90,5.5,6.5,3.0,1.0,3.0,0,1,0,1,8,25.15
70,120,90,5.5,6.5,4.0,0.8,1.5,0,0,1,1,10,60.24
20,120,70,8.0,4.5,2.0,1.3,1.0,1,0,1,1,10,44.27
20,180,70,8.0,4.5,4.0,1.6,3.0,0,1,1,1,8,43.49
70,120,90,10.0,9.0,3.0,1.6,2.0,0,0,0,0,10,28.64
80,160,90,6.5,4.5,5.0,1.3,2.0,0,0,1,1,6,45.6
70,160,60,8.0,9.0,3.0,0.8,1.5,1,0,1,1,8,59.08
20,100,100,10.0,7.5,4.0,0.8,2.0,0,1,0,1,6,24.11
40,100,90,4.5,5.5,2.0,1.6,1.5,0,1,1,0,6,37.42
70,180,100,4.5,4.5,2.0,1.3,1.0,0,0,1,0,10,44.65
70,120,90,6.5,9.0,5.0,0.8,3.0,0,0,0,0,4,31.31
60,160,70,5.5,9.0,5.0,1.6,3.0,1,0,1,0,10,57.41
70,180,70,10.0,6.5,2.0,1.0,1.0,1,0,0,1,10,57.71
80,120,90,5.5,6.5,2.0,0.8,2.0,0,1,1,0,8,28.39
30,140,70,6.5,6.5,2.0,1.3,1.0,1,0,0,1,6,57.91
30,120,80,5.5,6.5,2.0,1.0,2.0,0,1,1,1,4,33.45
40,180,100,8.0,7.5,4.0,1.0,1.0,0,0,0,0,10,23.44
40,160,100,6.5,9.0,3.0,1.0,2.0,0,1,0,0,4,26.83
60,100,70,8.0,7.5,4.0,0.8,2.0,1,0,0,0,8,41.76
30,160,70,8.0,7.5,3.0,0.8,3.0,0,0,1,1,10,60.38
70,160,60,8.0,6.5,5.0,1.3,1.5,0,1,1,0,10,74.86
50,140,60,4.5,5.5,5.0,1.6,1.0,1,1,1,0,6,69.64
60,140,80,6.5,7.5,3.0,1.3,1.5,1,1,1,1,6,56.76
70,120,100,5.5,9.0,2.0,0.8,2.0,0,0,0,1,10,28.05
80,120,60,5.5,9.0,3.0,0.8,1.5,0,1,1,0,8,55.92
20,160,100,8.0,5.5,2.0,0.8,2.0,1,1,0,0,10,37.41
70,100,70,5.5,7.5,4.0,0.8,2.0,1,1,0,1,6,37.57
80,140,60,10.0,9.0,5.0,1.3,1.5,0,0,1,0,8,63.98
60,160,100,8.0,7.5,4.0,1.0,3.0,0,0,0,1,6,31.44
30,120,90,10.0,7.5,5.0,1.0,3.0,0,1,0,0,8,27.34
20,140,60,6.5,7.5,5.0,1.6,2.0,0,1,0,1,10,56.88
60,180,80,8.0,9.0,4.0,1.3,1.5,1,0,0,0,10,43.74
60,140,100,10.0,7.5,4.0,0.8,1.0,1,0,0,0,8,33.69
30,160,60,4.5,7.5,3.0,1.6,1.5,0,0,0,0,4,37.07
50,140,70,6.5,5.5,2.0,0.8,3.0,0,0,1,0,8,34.98
70,100,90,6.5,7.5,2.0,0.8,2.0,1,1,1,1,10,33.71
80,120,90,8.0,7.5,5.0,1.3,2.0,0,1,0,1,4,31.93
40,160,60,10.0,6.5,3.0,1.3,1.5,0,1,0,1,10,55.2
80,160,100,10.0,9.0,2.0,1.6,1.5,1,0,1,0,6,37.88
80,160,90,10.0,9.0,3.0,1.6,1.5,1,1,1,0,6,57.24
80,160,60,8.0,9.0,3.0,0.8,1.0,1,1,1,0,4,55.82
60,180,60,10.0,9.0,2.0,1.3,1.5,0,1,1,1,6,52.33
80,180,90,4.5,4.5,5.0,1.0,3.0,0,1,0,1,8,41.33
60,140,80,10.0,5.5,3.0,0.8,2.0,0,1,1,1,6,57.54
70,160,60,6.5,9.0,3.0,0.8,2.0,1,0,1,1,10,66.22
40,180,60,4.5,5.5,4.0,1.0,3.0,0,0,1,1,8,48.83
40,140,90,6.5,4.5,2.0,1.3,3.0,1,0,1,0,6,25.27
80,120,80,5.5,9.0,2.0,1.6,2.0,0,0,1,1,8,34.96
40,140,70,4.5,6.5,3.0,1.6,3.0,1,0,1,0,4,52.17
20,140,80,4.5,9.0,2.0,1.0,2.0,0,0,1,1,6,33.58
60,100,100,5.5,5.5,3.0,1.3,1.0,0,1,1,0,4,48.03
80,160,80,4.5,5.5,3.0,0.8,1.5,0,0,0,1,8,41.63
40,180,80,8.0,4.5,2.0,1.6,1.0,1,1,1,1,10,58.53
60,180,70,4.5,6.5,2.0,1.0,1.0,0,1,1,0,8,59.56
80,120,60,6.5,4.5,2.0,1.6,3.0,1,0,1,0,6,33.92
20,100,70,4.5,5.5,3.0,0.8,1.5,1,0,1,1,10,62.49
50,120,80,10.0,7.5,4.0,1.0,1.0,1,1,0,0,10,45.29
80,120,70,5.5,5.5,2.0,1.6,3.0,1,1,1,0,4,37.17
20,160,80,10.0,7.5,4.0,0.8,1.5,0,0,1,1,10,62.14
50,180,80,6.5,9.0,4.0,0.8,2.0,0,0,0,0,6,47.22
80,100,100,6.5,6.5,3.0,1.6,1.5,1,1,1,0,4,53.11
50,100,90,6.5,9.0,3.0,1.6,1.5,0,1,0,0,4,21.03
70,160,90,8.0,6.5,4.0,0.8,1.0,0,1,0,0,10,37.94
20,160,90,5.5,4.5,4.0,1.3,1.5,0,0,1,1,4,54.2
40,180,80,8.0,6.5,2.0,1.3,2.0,1,0,0,0,8,63.67
20,100,90,8.0,4.5,3.0,1.6,1.5,1,0,0,1,10,29.53
30,120,90,10.0,5.5,2.0,1.0,3.0,1,1,1,1,10,32.27
30,140,60,8.0,5.5,4.0,1.6,2.0,0,1,0,1,10,58.39
80,100,80,6.5,6.5,4.0,0.8,1.5,1,1,1,0,8,67.79
20,140,60,4.5,5.5,4.0,1.6,3.0,0,0,0,1,8,49.29
40,140,60,8.0,6.5,5.0,1.6,3.0,0,0,0,1,8,52.74
60,180,90,4.5,6.5,3.0,1.3,1.5,1,0,0,1,6,39.61
60,100,60,5.5,4.5,2.0,1.6,1.0,1,1,0,0,8,53.23
80,140,80,4.5,6.5,5.0,1.6,1.5,1,0,0,0,8,46.2
20,140,100,5.5,7.5,2.0,1.3,1.0,1,1,0,0,10,33.7
60,140,60,4.5,7.5,3.0,1.0,1.5,0,0,1,1,8,58.98
50,100,60,8.0,4.5,2.0,0.8,3.0,0,1,1,1,4,34.06
80,160,60,6.5,7.5,3.0,1.0,2.0,0,0,0,1,10,56.36
50,120,80,5.5,6.5,5.0,0.8,2.0,0,0,1,0,4,57.94
60,100,70,10.0,6.5,4.0,1.3,3.0,1,0,0,1,8,39.3
50,140,80,4.5,4.5,3.0,0.8,1.0,0,0,1,1,4,45.07
40,180,80,4.5,7.5,2.0,1.3,1.5,1,0,1,1,10,47.2
20,100,80,4.5,7.5,4.0,1.6,2.0,0,0,0,0,6,34.8
40,120,90,6.5,7.5,5.0,1.0,2.0,1,0,1,1,4,51.46
80,100,60,6.5,9.0,4.0,1.0,1.0,1,1,0,1,8,47.28
50,100,80,5.5,6.5,2.0,1.6,1.5,1,0,1,0,6,41.12
30,140,100,6.5,4.5,2.0,1.0,3.0,1,1,0,0,8,30.11
70,100,90,4.5,7.5,4.0,0.8,3.0,0,0,1,1,6,36.66
60,120,70,10.0,6.5,5.0,0.8,1.5,1,1,1,0,10,71.03
20,100,60,5.5,5.5,2.0,0.8,1.5,0,1,0,0,8,44.14
40,120,100,5.5,6.5,5.0,1.6,1.5,0,1,1,0,4,58.35
70,120,90,10.0,4.5,3.0,0.8,1.0,0,1,0,1,4,32.01
60,140,100,10.0,4.5,4.0,1.0,1.0,0,1,1,0,6,56.07
80,180,70,5.5,4.5,5.0,1.3,1.0,0,1,0,0,8,43.96
50,160,90,10.0,7.5,3.0,0.8,1.0,1,1,1,1,10,51.92
60,140,100,4.5,7.5,4.0,0.8,2.0,1,1,0,0,4,32.51
70,140,90,4.5,5.5,3.0,1.3,3.0,1,0,1,1,8,45.35
20,100,70,10.0,9.0,3.0,1.3,1.0,0,1,1,0,10,55.73
80,100,60,4.5,6.5,3.0,0.8,1.5,1,0,1,1,4,64.25
70,120,60,6.5,4.5,2.0,0.8,3.0,0,1,1,1,4,34.95
30,180,100,4.5,9.0,5.0,1.3,2.0,0,0,0,1,4,38.79
30,100,60,6.5,6.5,2.0,0.8,1.5,0,0,1,1,8,42.71
60,180,100,8.0,5.5,2.0,1.6,1.0,0,1,0,0,6,28.74
30,180,70,8.0,9.0,5.0,0.8,1.5,1,0,1,1,8,67.89
50,160,90,5.5,7.5,3.0,1.6,3.0,1,0,1,0,4,41.32
80,100,70,4.5,6.5,4.0,0.8,1.0,1,1,0,1,10,53.31
50,160,90,4.5,7.5,3.0,0.8,3.0,1,0,0,0,10,35.58
80,120,60,8.0,6.5,3.0,0.8,2.0,1,0,1,1,8,61.66
80,180,100,5.5,6.5,3.0,0.8,3.0,1,1,0,0,8,40.03
70,120,100,10.0,7.5,4.0,1.0,2.0,1,1,1,1,4,50.15
40,160,80,4.5,4.5,5.0,1.3,3.0,1,1,0,0,8,50.73
60,180,70,5.5,7.5,3.0,1.6,1.5,0,1,1,1,8,55.73
40,120,80,10.0,9.0,5.0,0.8,2.0,1,1,1,1,8,61.49
60,180,100,6.5,5.5,5.0,1.6,1.0,0,1,0,1,4,28.61
70,120,60,4.5,5.5,4.0,1.6,1.0,0,0,0,1,4,48.74
50,120,80,6.5,6.5,3.0,1.0,1.5,0,1,1,1,10,61.85
20,140,80,4.5,4.5,4.0,0.8,3.0,0,0,1,0,6,45.48
30,120,60,6.5,4.5,2.0,0.8,3.0,1,1,1,0,8,34.81
30,100,90,6.5,7.5,5.0,1.0,1.0,1,1,1,0,6,64.67
30,160,70,10.0,4.5,2.0,1.6,2.0,0,0,0,1,6,60.9
70,100,60,4.5,4.5,3.0,1.0,1.0,1,1,0,0,8,52.85
60,180,80,4.5,7.5,4.0,1.6,1.5,0,0,1,0,4,59.79
80,160,90,10.0,4.5,3.0,0.8,1.5,1,1,0,0,8,43.28
50,140,90,5.5,5.5,4.0,1.3,2.0,0,1,1,1,8,49.59
20,120,90,10.0,7.5,4.0,0.8,2.0,0,1,1,0,4,47.65
30,180,70,6.5,9.0,2.0,1.3,3.0,1,1,0,0,10,60.31
20,120,80,6.5,5.5,4.0,1.3,1.5,1,0,1,0,6,65.27
40,140,60,8.0,7.5,5.0,1.3,1.5,1,0,1,0,8,66.07
30,120,60,5.5,5.5,3.0,1.0,1.0,0,1,0,0,8,44.61
30,160,80,10.0,9.0,3.0,1.3,2.0,1,0,1,0,8,61.56
70,160,60,6.5,7.5,3.0,1.6,1.5,0,0,0,0,6,38.11
50,120,70,4.5,6.5,2.0,1.6,1.0,1,1,1,1,8,49.92
80,120,70,5.5,6.5,2.0,1.6,1.5,0,0,0,0,4,46.92
80,140,80,8.0,9.0,3.0,1.3,1.5,0,0,1,1,10,59.24
30,120,60,4.5,5.5,5.0,1.0,1.5,1,1,0,1,6,50.93
30,120,100,5.5,4.5,2.0,0.8,1.0,0,1,1,0,4,25.28
60,120,60,8.0,7.5,4.0,1.3,1.5,0,0,1,1,8,65.95
70,120,60,6.5,4.5,4.0,1.3,1.0,1,1,0,1,10,61.69
60,180,100,6.5,7.5,2.0,0.8,1.5,0,1,0,1,10,29.94
60,140,60,8.0,9.0,5.0,1.3,1.0,0,1,1,1,4,64.49
20,100,80,4.5,6.5,3.0,1.0,3.0,1,1,0,0,4,42.63
50,120,90,10.0,9.0,4.0,1.3,2.0,1,1,1,0,10,51.27
20,120,80,8.0,4.5,5.0,1.3,1.5,0,1,1,1,10,61.51
60,160,90,8.0,5.5,2.0,0.8,2.0,0,1,1,1,6,37.93
80,180,100,6.5,7.5,5.0,1.0,3.0,0,0,0,0,4,32.72
60,100,70,10.0,5.5,4.0,1.0,1.5,1,1,1,1,4,67.67
80,180,60,4.5,6.5,5.0,1.6,2.0,0,1,1,0,8,54.8
30,120,70,5.5,4.5,2.0,1.3,1.5,1,0,1,1,6,43.46
60,120,70,10.0,5.5,2.0,0.8,2.0,0,1,0,0,8,59.85
40,160,90,4.5,7.5,5.0,1.0,1.0,0,0,0,0,6,30.68
50,120,60,4.5,5.5,5.0,1.0,1.5,1,1,1,1,6,67.89
20,100,60,4.5,6.5,2.0,0.8,1.5,0,1,0,0,4,39.22
50,140,60,10.0,7.5,2.0,0.8,2.0,1,0,0,1,4,66.17
30,160,60,5.5,5.5,5.0,1.0,1.0,0,0,0,1,4,43.96
70,160,90,10.0,6.5,2.0,0.8,3.0,1,1,0,1,6,49.05
50,140,60,4.5,9.0,4.0,0.8,1.0,1,1,1,0,8,67.8
70,180,70,6.5,9.0,5.0,1.0,1.0,0,0,1,0,6,70.99
70,160,70,5.5,7.5,2.0,1.3,1.0,0,1,0,0,8,43.23
80,140,90,5.5,6.5,5.0,1.0,3.0,0,0,0,1,10,37.27
50,160,60,4.5,9.0,4.0,1.6,2.0,0,1,1,1,4,58.15
80,100,60,10.0,6.5,4.0,1.0,1.0,0,0,0,1,10,43.76
30,100,60,6.5,4.5,5.0,1.0,1.5,0,1,1,1,8,66.02
60,120,80,10.0,4.5,4.0,1.6,1.5,1,1,0,0,10,46.72
60,120,90,8.0,5.5,2.0,1.3,2.0,1,0,1,0,8,32.0
60,100,70,6.5,4.5,5.0,1.3,2.0,1,1,0,1,8,39.36
20,140,80,10.0,6.5,4.0,1.6,1.5,1,1,1,1,8,68.67
20,160,70,10.0,5.5,2.0,1.3,3.0,1,0,0,1,4,65.01
40,160,90,4.5,4.5,4.0,1.6,1.5,1,0,0,1,6,36.12
60,140,100,4.5,7.5,4.0,1.0,3.0,0,0,1,0,8,35.95
70,140,90,4.5,6.5,4.0,1.3,1.0,1,0,0,0,6,40.11
80,160,80,4.5,5.5,2.0,1.0,2.0,1,1,1,0,6,36.61
50,180,60,6.5,7.5,3.0,1.0,2.0,1,1,0,0,4,46.01
50,120,90,4.5,9.0,4.0,0.8,2.0,0,1,1,1,10,52.05
30,160,100,10.0,7.5,2.0,1.0,1.5,0,1,1,1,8,37.17
60,180,80,4.5,6.5,5.0,1.0,2.0,0,1,0,0,6,51.8
80,140,70,5.5,5.5,2.0,1.0,3.0,1,0,0,1,6,53.07
40,100,80,5.5,6.5,4.0,0.8,1.5,1,0,0,1,8,43.04
70,140,100,10.0,7.5,3.0,1.6,3.0,0,0,0,0,4,26.76
80,180,90,8.0,6.5,3.0,1.3,1.0,0,1,0,0,10,30.9
40,120,100,4.5,5.5,4.0,1.3,3.0,0,1,1,0,6,37.66
60,180,80,6.5,6.5,2.0,1.0,3.0,0,0,0,1,8,57.55
60,140,80,6.5,4.5,3.0,0.8,3.0,0,0,1,1,6,45.19
80,180,90,4.5,9.0,5.0,1.3,1.0,1,0,0,0,6,34.81
30,160,60,10.0,5.5,4.0,1.6,2.0,1,1,0,0,6,60.3
50,160,100,10.0,7.5,5.0,1.6,2.0,1,0,0,1,10,34.38
40,180,70,4.5,5.5,3.0,0.8,3.0,1,0,1,1,10,60.98
50,120,90,4.5,9.0,4.0,0.8,1.5,1,1,0,0,10,29.31
70,100,60,6.5,6.5,2.0,1.6,1.0,1,1,0,1,8,58.85
40,160,70,5.5,9.0,5.0,1.6,2.0,1,1,0,0,4,51.82
70,140,90,10.0,5.5,3.0,1.0,1.5,1,1,0,1,8,36.08
80,100,60,6.5,6.5,4.0,1.0,2.0,1,0,1,0,8,52.29
40,180,80,6.5,5.5,5.0,1.3,1.0,0,1,0,0,10,49.03
60,180,70,8.0,5.5,2.0,1.3,3.0,1,0,0,1,4,60.11
80,100,80,4.5,7.5,4.0,1.0,1.0,1,1,1,1,8,61.9
50,160,100,6.5,7.5,3.0,0.8,2.0,1,0,1,0,10,49.44
40,160,80,6.5,7.5,2.0,1.0,2.0,1,0,0,0,6,53.1
70,100,80,8.0,4.5,2.0,1.0,3.0,1,1,0,0,10,45.39
80,140,60,5.5,4.5,3.0,0.8,3.0,0,0,1,0,8,51.03
80,160,100,8.0,5.5,3.0,1.6,3.0,0,0,1,1,8,41.61
70,100,70,8.0,5.5,5.0,1.3,2.0,1,0,1,1,8,50.27
50,100,60,4.5,4.5,2.0,1.6,1.0,1,0,0,0,10,45.84
70,180,90,8.0,7.5,2.0,1.0,1.5,0,1,0,0,8,26.48
80,140,80,6.5,9.0,2.0,1.6,1.5,1,0,1,0,6,40.19
60,180,90,10.0,5.5,4.0,1.6,3.0,0,1,1,1,6,36.81
70,100,90,5.5,5.5,4.0,1.6,1.5,1,1,0,0,6,28.56
30,140,70,6.5,4.5,2.0,1.0,1.0,1,1,1,0,8,42.27
20,120,100,8.0,9.0,2.0,1.0,3.0,1,1,1,1,10,31.11
50,120,90,8.0,9.0,5.0,1.6,3.0,0,0,1,0,6,37.19
60,180,80,5.5,4.5,3.0,0.8,3.0,0,1,1,1,8,48.67
60,140,90,6.5,5.5,3.0,1.3,1.5,0,0,1,0,6,52.63
80,100,70,5.5,7.5,2.0,1.6,1.5,1,0,1,1,10,48.71
